,avgtempo,base_name,chord_changes,chorus_count,compid,filename_solo,filename_solo_backing,filename_solo_solo,filename_sv,genre,instrument,key,melid,performer,recording_year,rhythmfeel,signature,solopart,style,tempoclass,title,titleaddon,tonalitytype,trackid,tuning_frequency,intensity_solo_5_to_95_percentile_range,intensity_backing_5_to_95_percentile_range
108,151.2,DavidLiebman_Nica'sDream_Solo,"A1: ||Fm7b5   |Bb7   |Ebj7   |Ebj7   |Fm7b5   |Bb7   |Ebj7   |Ebj7   |Am7b5   |Ab-7   |G-7   |Gbo7   |F-7   |Bb7   |Ebj7   |Ebj7   ||
A2: ||Fm7b5   |Bb7   |Ebj7   |Ebj7   |Fm7b5   |Bb7   |Ebj7   |Ebj7   |Am7b5   |Ab-7   |G-7   |Gbo7   |F-7   |Bb7   |Ebj7   |Db7   ||
B1: ||Gbj7   |Gbj7   |Ebj7   |Ebj7   |Gbj7   |Gbj7   |Ebj7   |Ebj7   |Am7b5   |Ab-7   |G-7   |Gbo7   |F-7   |Bb7 F-7 |Eb6   |Eb6   ||
A3: ||Fm7b5   |Bb7   |Ebj7   |Ebj7   |Fm7b5   |Bb7   |Ebj7   |Ebj7   |Am7b5   |Ab-7   |G-7   |Gbo7   |F-7   |Bb7   |Ebj7   |Ebj7   ||
I1: ||NC   ||",1,94,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DavidLiebman_Nica'sDream_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidLiebman_Nica'sDream_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidLiebman_Nica'sDream_Solo_Solo.wav,DavidLiebman_Nica'sDream_FINAL.sv,ORIGINAL,ss,Eb-maj,108,David Liebman,1992,LATIN,4/4,1,POSTBOP,MEDIUM UP,Nica's Dream,,COLOR,98,439.587,10.1001417634,11.4554813046
109,209.1,DavidLiebman_NoGreaterLove_Solo,"A1: ||Bbj7   |Eb7   |Ab7   |G7   |C7   |C7   |C-7   |F7   ||
A2: ||Bbj7   |Eb7   |Ab7   |G7   |C7   |C-7 F7 |Bb6   |Bb6   ||
B1: ||Am7b5 D7 |G-6   |G-6 D7 |G-6   |Am7b5 D7 |G-7   |C7   |F7   ||
A3: ||Bbj7   |Eb7   |Ab7   |G7   |C7   |C-7 F7 |Bb6   |F7   ||",2,95,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DavidLiebman_NoGreaterLove_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidLiebman_NoGreaterLove_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidLiebman_NoGreaterLove_Solo_Solo.wav,DavidLiebman_NoGreaterLove_FINAL.sv,GREAT AMERICAN SONGBOOK,ts,Bb-maj,109,David Liebman,1996,SWING,4/4,1,POSTBOP,UP,No Greater Love,,FUNCTIONAL,99,440.97,12.0004559501,13.5440737298
110,144.2,DavidLiebman_Pablo'sStory_Solo,"A1: ||E-7   |E-7   |E-7   |E-7   |D7   |D7   |D7   |D7   ||
B1: ||C7911#   |C7911#   |C7911#   |C7911#   |B79b   |Am7b5   |B/G   |F7alt   ||
C1: ||Eb/E   |D/Eb   |Eb/E   |Eb/E   |Db/D   |Db/D   |Db/D   |Db/D   ||
B2: ||C7911#   |C7911#   |C7911#   |C7911#   |Bb79b   |Am7b5   |B/G   |F7alt   ||",4,96,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DavidLiebman_Pablo'sStory_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidLiebman_Pablo'sStory_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidLiebman_Pablo'sStory_Solo_Solo.wav,DavidLiebman_Pablo'sStory_FINAL.sv,ORIGINAL,ss,E-min,110,David Liebman,1988,LATIN/FUNK,4/4,1,POSTBOP,MEDIUM UP,Pablo's Story,,MODAL,100,443.281,9.43368325548,12.4375095748
111,258.6,DavidLiebman_Pendulum_Solo,A1: ||F#-   ||,1,97,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DavidLiebman_Pendulum_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidLiebman_Pendulum_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidLiebman_Pendulum_Solo_Solo.wav,DavidLiebman_Pendulum_FINAL.sv,ORIGINAL,ss,F#-chrom,111,David Liebman,1988,FUNK/SWING,4/4,1,POSTBOP,UP,Pendulum,,FREE,101,442.392,10.0206664079,14.1821340958
112,272.7,DavidLiebman_SecretLove_Solo,"A1: ||Ebj7   |F-7/Bb   |Ebj7   |F-7/Bb   |Eb7 Ab7 |G-7 C7 |F-7   |Bb7   |F-7   |Bb7   |F-7   |Bb7   |F-7   |Bb7   |Ebj7   |F-7 Bb7 ||
A2: ||Ebj7   |F-7/Bb   |Ebj7   |F-7/Bb   |Eb7 Ab7 |G-7 C7 |F-7   |Bb7   |F-7   |Bb7   |F-7   |Bb7   |F-7   |Bb7   |Ebj7   |Dm7b5 G7 ||
B1: ||C-7   |F7   |Bbj7   |Bbj7   |Bb-7   |Eb7   |Abj7   |Ab-7 Db7 ||
C1: ||Ebj7   |F-7/Bb   |Fm7b5   |C79#   |F-7   |Bb7   |Ebj7   |Ebj7   ||",3,98,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DavidLiebman_SecretLove_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidLiebman_SecretLove_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidLiebman_SecretLove_Solo_Solo.wav,DavidLiebman_SecretLove_FINAL.sv,GREAT AMERICAN SONGBOOK,ts,Eb-maj,112,David Liebman,1996,LATIN,4/4,1,POSTBOP,UP,Secret Love,,FUNCTIONAL,102,441.307,10.0635827532,14.8127538787
113,260.7,DavidLiebman_SoftlyAsInAMorningSunrise_Solo,"A1: ||C-   |C-   |C-   |C-   |C-   |C-   |C-   |C-   ||
A2: ||C-   |C-   |C-   |C-   |C-   |C-   |C-   |C-   ||
B1: ||Eb79#   |Eb79#   |C79#   |C79#   |Ab7alt   |Ab7alt   |G7alt   |G7alt   ||
A3: ||C-   |C-   |C-   |C-   |C-   |C-   |C-   |C-   ||",7,99,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DavidLiebman_SoftlyAsInAMorningSunrise_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidLiebman_SoftlyAsInAMorningSunrise_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidLiebman_SoftlyAsInAMorningSunrise_Solo_Solo.wav,DavidLiebman_SoftlyAsInAMorningSunrise_FINAL.sv,GREAT AMERICAN SONGBOOK,ss,C-min,113,David Liebman,1988,SWING,4/4,1,POSTBOP,UP,Softly as in a Morning Sunrise,,MODAL,103,442.711,8.28018926814,12.7965974631
114,151.7,DavidLiebman_ThereWillNeverBeAnotherYou_Solo,"A1: ||Ebj7   |Ebj7   |Dm7b5   |G79b   |C-7   |C-7   |Bb-7   |Eb7   |Abj7   |Fm7b5 Bb7 |Ebj7   |C-7   |F7   |F7   |F-7   |Bb7   ||
B1: ||Ebj7   |Ebj7   |Dm7b5   |G79b   |C-7   |C-7   |Bb-7   |Eb7   |Abj7   |Fm7b5 Bb7 |Ebj7   |G-7 C7 |Ebj7 D7 |G7 C7 |F-7 Bb7 |Eb6 Bb7 ||",3,66,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DavidLiebman_ThereWillNeverBeAnotherYou_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidLiebman_ThereWillNeverBeAnotherYou_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidLiebman_ThereWillNeverBeAnotherYou_Solo_Solo.wav,DavidLiebman_ThereWillNeverBeAnotherYou_FINAL.sv,GREAT AMERICAN SONGBOOK,ts,Eb-maj,114,David Liebman,1996,SWING,4/4,1,POSTBOP,MEDIUM UP,There Will Never Be Another You,,FUNCTIONAL,104,441.362,11.2295256064,16.0195641417
115,131.2,DavidMurray_AskMeNow_Solo,"A1: ||Eb-7   |Ab   |Dbj7   |F-7 E-7 |Eb-7   |Ab7   |Dbj7   |Dbj7   |Bb-7   |Eb7   |Eb7   |Bb-7   |Eb-7   |Ab7   |Db-7   |Gb7   ||
B1: ||G-7 C7 |F#-7 B7 |F-7 Bb7 |E-7 A7 |Eb-7   |Ab7   |B7alt   |Bb7   |Eb7   |D7   |Dbj7   |Eb7   |Eb-7   |Ab7   |Db   |Db   ||",1,100,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DavidMurray_AskMeNow_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidMurray_AskMeNow_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidMurray_AskMeNow_Solo_Solo.wav,DavidMurray_AskMeNow_FINAL.sv,ORIGINAL,ts,Db-maj,115,David Murray,1991,SWING,4/4,1,POSTBOP,MEDIUM,Ask Me Now,,FUNCTIONAL,105,441.15,13.6212721791,19.1731077208
116,60.4,DavidMurray_BluesForTwo-1_Solo,A1: ||Bb7   |Eb7   |Bb7   |Bb7    |Eb7   |Eb7   |Bb7   |Bb7   |C7   |F7   |Bb7   |Bb7   ||,7,101,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DavidMurray_BluesForTwo-1_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidMurray_BluesForTwo-1_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidMurray_BluesForTwo-1_Solo_Solo.wav,DavidMurray_BluesForTwo-1_FINAL.sv,ORIGINAL,ts,Bb-maj,116,David Murray,1990,SWING,4/4,1,POSTBOP,SLOW,Blues for Two,,BLUES,106,439.044,12.8998595462,15.8124149881
117,61.3,DavidMurray_BluesForTwo-2_Solo,A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |D-7 G7 |C7   |F7   |Bb7   |Bb7   ||,1,101,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DavidMurray_BluesForTwo-2_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidMurray_BluesForTwo-2_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidMurray_BluesForTwo-2_Solo_Solo.wav,DavidMurray_BluesForTwo-2_FINAL.sv,ORIGINAL,ts,Bb-maj,117,David Murray,1990,SWING,4/4,2,POSTBOP,SLOW,Blues for Two,,BLUES,106,438.846,13.9916648642,13.7065628856
118,65.9,DavidMurray_BodyAndSoul-1_Solo,"A1: ||Eb-7 Bb79b |Eb-7 D7 |Dbj7 Gb7 |F-7 Eo7 |Eb-7   |Cm7b5 F7 |Bb-7Eb7Eb-7Ab7|Db6 Bb7 ||
A2: ||Eb-7 Bb79b |Eb-7 D7 |Dbj7 Gb7 |F-7 Eo7 |Eb-7   |Cm7b5 F7 |Bb-7Eb7Eb-7Ab7|Db6 E-7A7||
B1: ||Dj7 E-7 |F#-7 G-7C7|F#-7B-7E-7A7|Dj7   |D-7 G7 |Cj7 Ebo |D-7 G7 |C7B7Bb7 ||
A3: ||Eb-7 Bb79b |Eb-7 D7 |Dbj7 Gb7 |F-7 Eo7 |Eb-7   |Cm7b5 F7 |Bb-7Eb7Eb-7Ab7|Db6Gb7Fm7b5Bb7||
I1: ||Eb-7 Bb7 ||",1,75,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DavidMurray_BodyAndSoul-1_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidMurray_BodyAndSoul-1_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidMurray_BodyAndSoul-1_Solo_Solo.wav,DavidMurray_BodyAndSoul-1_FINAL.sv,GREAT AMERICAN SONGBOOK,ts,Db-maj,118,David Murray,1983,BALLAD,4/4,1,POSTBOP,SLOW,Body and Soul,,FUNCTIONAL,107,440.074,11.630696918,15.9978613562
119,65.1,DavidMurray_BodyAndSoul-2_Solo,A1: ||Eb-7 Bb7 ||,1,75,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DavidMurray_BodyAndSoul-2_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidMurray_BodyAndSoul-2_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidMurray_BodyAndSoul-2_Solo_Solo.wav,DavidMurray_BodyAndSoul-2_FINAL.sv,GREAT AMERICAN SONGBOOK,ts,Db-maj,119,David Murray,1983,BALLAD,4/4,2,POSTBOP,SLOW,Body and Soul,,FUNCTIONAL,107,440.082,10.4554084684,14.3580176916
120,53.0,DavidMurray_ChelseaBridge_Solo,"A1: ||Eb7   |Db7   |Eb7 Db7 |Bb7   |Eb-7   |Ab7   |Db6   |Db6C7B7Bb7||
A2: ||Eb7   |Db7   |Eb7 Db7 |Bb7   |Eb-7   |Ab7   |Db6   |Db  B7||
B1: ||F#-7 B7 |Ej7 G7 |F#-7 F7 |B-7 E7 |Aj7 A-7D7|Gj7   |G-7   |Db7C7B7Bb7||
A3: ||Eb7   |Db7   |Eb7 Db7 |Bb7   |Eb-7   |Ab7   |Db6   |Db6   ||
I1: ",1,102,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DavidMurray_ChelseaBridge_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidMurray_ChelseaBridge_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DavidMurray_ChelseaBridge_Solo_Solo.wav,DavidMurray_ChelseaBridge_FINAL.sv,GREAT AMERICAN SONGBOOK,ts,Db-maj,120,David Murray,1990,BALLAD,4/4,1,POSTBOP,SLOW,Chelsea Bridge,,FUNCTIONAL,108,438.749,12.3918033779,17.9868467736
121,220.9,DexterGordon_Cheesecake_Solo,"A1: ||C-69   |Dm7b5 G+7 |C-69   |C7   |F-69   |C+7   |F-69   |F-69   |Dm7b5   |G+7   |F-7   |Bb7   |Eb-7 Ab7 |Dm7b5 G+7 |C-69   |Dm7b5 G7 ||
A2: ||C-69   |Dm7b5 G+7 |C-69   |C7   |F-69   |C+7   |F-69   |F-69   |Dm7b5   |Dm7b5   |F-7   |Bb7   |Eb-7 Ab7 |Dm7b5 G+7 |C-69   |C-69   ||
B1: ||G-7   |C7   |F-7   |Bb7   |Eb-7   |Ab7   |Dm7b5   |G+7   ||
A3: ||C-69   |Dm7b5 G+7 |C-7   |C7   |F-69   |C+7   |F-69   |F-69   |Dm7b5   |G+7   |F-7   |Bb7   |Eb-7 Ab7 |Dm7b5 G+7 |C-69   |C-69   ||",2,103,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DexterGordon_Cheesecake_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DexterGordon_Cheesecake_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DexterGordon_Cheesecake_Solo_Solo.wav,DexterGordon_Cheesecake_FINAL.sv,ORIGINAL,ts,C-min,121,Dexter Gordon,1962,SWING,4/4,1,HARDBOP,UP,Cheese Cake,,FUNCTIONAL,109,440.037,10.171052438,10.4364175815
122,93.2,DexterGordon_Dextivity_Solo,"A1: ||C6   |D7911#   |D-7 G79b |C6Eb7D7Db7||
A2: ||C6   |D7911#   |D-7 G79b |C6   ||
B1: ||G-7 C79b |Fj7 B7 |E-7 A-7 |D-7 G7Db7||
A3: ||C6   |D7911#   |D-7 G79b |C6   ||",2,104,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DexterGordon_Dextivity_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DexterGordon_Dextivity_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DexterGordon_Dextivity_Solo_Solo.wav,DexterGordon_Dextivity_FINAL.sv,ORIGINAL,ts,C-maj,122,Dexter Gordon,1947,SWING,4/4,1,BEBOP,MEDIUM SLOW,Dextivity,,FUNCTIONAL,110,439.59,8.87971333036,11.8312614579
123,204.2,DexterGordon_Montmartre_Solo,"A1: ||Bb-   |C-7 F7 |Bb-   |Cb7   |Bb-   |C-7   |C-7   |Cb7   ||
A2: ||Bb-   |C-7 F7 |Bb-   |Cb7   |Bb-   |F7   |C-7 F7 |Bb-   ||
B1: ||F-7   |Bb7   |E-7 A7 |Eb7 Ab7 |F-7   |Bb7   |C-7   |F7   ||
A3: ||Bb-   |C-7 F7 |Bb-   |Cb7   |Bb-   |C-7   |C-7 F7 |Bb-   ||",4,105,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DexterGordon_Montmartre_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DexterGordon_Montmartre_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DexterGordon_Montmartre_Solo_Solo.wav,DexterGordon_Montmartre_FINAL.sv,ORIGINAL,ts,Bb-min,123,Dexter Gordon,1969,SWING,4/4,1,HARDBOP,UP,Montmartre,,FUNCTIONAL,111,439.393,10.558539156,10.2117889085
124,113.7,DexterGordon_SocietyRed_Solo,A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |D7   |G-7   |C7   |F7   |F7   ||,9,106,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DexterGordon_SocietyRed_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DexterGordon_SocietyRed_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DexterGordon_SocietyRed_Solo_Solo.wav,DexterGordon_SocietyRed_FINAL.sv,ORIGINAL,ts,Bb-maj,124,Dexter Gordon,1961,SWING,4/4,1,HARDBOP,MEDIUM,Society Red,,BLUES,112,440.1,11.220853964,13.4175518836
125,181.2,DexterGordon_StanleyTheSteamer_Solo,A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |D-7 G7 |C-7   |F7   |Bb7   |F7   ||,12,107,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DexterGordon_StanleyTheSteamer_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DexterGordon_StanleyTheSteamer_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DexterGordon_StanleyTheSteamer_Solo_Solo.wav,DexterGordon_StanleyTheSteamer_FINAL.sv,ORIGINAL,ts,Bb-maj,125,Dexter Gordon,1969,SWING,4/4,1,HARDBOP,UP,Stanley the Steamer,,BLUES,113,439.997,11.7144769763,11.7592126521
126,120.0,DexterGordon_TheRainbowPeople_Solo,"A1: ||Eb F-7 |G-7 F-7 |G-7 F-7 |F#-7 B7 |F-7   |Bb7   |Ebj7 C7 |F-7 Bb7 ||
A2: ||Ebj7 F-7 |G-7 F-7 |G-7 F-7 |F#-7 B7 |F-7   |Bb7   |Eb Db7 |B-7 E7 ||
B1: ||Bb-7   |Eb7   |Am7b5   |Ab7   |G7   |C7   |F7   |Bb7   ||
A3: ||Ebj7 F-7 |G-7 F-7 |G-7 F-7 |F#-7 B7 |F-7   |Bb7   |Eb C7 |F-7 Bb7 ||",3,108,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DexterGordon_TheRainbowPeople_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DexterGordon_TheRainbowPeople_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DexterGordon_TheRainbowPeople_Solo_Solo.wav,DexterGordon_TheRainbowPeople_FINAL.sv,ORIGINAL,ts,Eb-maj,126,Dexter Gordon,1969,SWING,4/4,1,HARDBOP,MEDIUM,The Rainbow People,,FUNCTIONAL,114,439.851,10.8897278546,13.5076219904
127,173.5,DickieWells_AfterTheatreJump_Solo,"A1: ||Db Bb7 |Eb-7 Ab7 |F-7 Bb-7 |Eb-7 Ab7 |Ab-7 Db7 |Gb7 B7 |F-7 Bb-7 |Eb-7 Ab7 ||
A2: ||Db Bb7 |Eb-7 Ab7 |F-7 Bb-7 |Eb-7 Ab7 |Ab-7 Db7 |Gb7 B7 |F-7 Bb-7 |Eb7 Ab7 ||
B1: ||C7   |C7   |F7   |F7   |Bb7   |Bb7   |Eb7   |Ab7   ||
A3: ||Db Bb7 |Eb-7 Ab7 |F-7 Bb-7 |Eb-7 Ab7 |Ab-7 Db7 |Gb7 B7 |F-7 Bb-7 |Eb-7 Ab7 ||
I1: ||NC   ||",1,39,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DickieWells_AfterTheatreJump_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DickieWells_AfterTheatreJump_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DickieWells_AfterTheatreJump_Solo_Solo.wav,DickieWells_AfterTheatreJump_FINAL.sv,ORIGINAL,tb,Db-maj,127,Dickie Wells,1944,SWING,4/4,1,SWING,MEDIUM UP,After Theatre Jump,,FUNCTIONAL,39,448.358,8.90271126623,13.9172427748
128,249.1,DickieWells_DestinationK.C._Solo,"A1: ||C   |C   |G7   |C   |C   |C   |G7   |C   ||
A2: ||C   |C   |G7   |C   |C   |C   |G7   |C   ||
B1: ||C7   |C7   |F7   |F7   |Bb7   |Bb7   |Ab7   |G7   ||
A3: ||C   |C   |G7   |C   |C   |C   |G7   |C   ||
I1: ||NC   ||",1,40,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DickieWells_DestinationK.C._Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DickieWells_DestinationK.C._Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DickieWells_DestinationK.C._Solo_Solo.wav,DickieWells_DestinationK.C._FINAL.sv,ORIGINAL,tb,C-maj,128,Dickie Wells,1944,SWING,4/4,1,SWING,UP,Destination K.C.,,FUNCTIONAL,115,446.822,11.1567317333,11.3755138834
129,229.4,DickieWells_Dickie'sDream_Solo,"A1: ||C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 ||
A2: ||C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 ||
B1: ||C7   |C7   |F7   |F7   |Bb7   |Bb7   |Eb7   |D- G7 ||
A3: ||C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 ||
I1: ||NC   ||",1,41,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DickieWells_Dickie'sDream_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DickieWells_Dickie'sDream_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DickieWells_Dickie'sDream_Solo_Solo.wav,DickieWells_Dickie'sDream_FINAL.sv,ORIGINAL,tb,C-min,129,Dickie Wells,1939,SWING,4/4,1,SWING,UP,Dickie's Dream,,FUNCTIONAL,41,435.245,10.4363142655,10.1976253478
130,243.4,DickieWells_IGotRhythm_Solo,"A1: ||Bb6 G-7 |C-7 F7 |Bb6 G-7 |C-7 F7 |Bb6 Bb7 |Eb6 Eo7 |Bb6 F7 |Bb6   ||
A2: ||Bb6 G-7 |C-7 F7 |Bb6 G-7 |C-7 F7 |Bb6 Bb7 |Eb6 Eo7 |Bb6 F7 |Bb6   ||
B1: ||D7   |D7   |G7   |G7   |C7   |C7   |F7   |F7   ||
A3: ||Bb6 G-7 |C-7 F7 |Bb6 G-7 |C-7 F7 |Bb6 Bb7 |Eb6 Eo7 |Bb6 F7 |Bb6   ||",2,109,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DickieWells_IGotRhythm_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DickieWells_IGotRhythm_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DickieWells_IGotRhythm_Solo_Solo.wav,DickieWells_IGotRhythm_FINAL.sv,GREAT AMERICAN SONGBOOK,tb,Bb-maj,130,Dickie Wells,1944,SWING,4/4,1,SWING,UP,I Got Rhythm,,FUNCTIONAL,116,441.869,9.98159750623,12.4883724775
131,183.4,DickieWells_Jo=Jo_Solo,A1: ||Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |C-7   |F7   |Bb7   |Bb7   ||,2,110,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DickieWells_Jo=Jo_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DickieWells_Jo=Jo_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DickieWells_Jo=Jo_Solo_Solo.wav,DickieWells_Jo=Jo_FINAL.sv,ORIGINAL,tb,Bb-maj,131,Dickie Wells,1944,SWING,4/4,1,SWING,UP,Jo-Jo,,BLUES,117,439.778,9.49405933036,9.77347260947
132,217.6,DickieWells_SixCatsAndAPrince_Solo,"A1: ||Bbj7   |Bbj7   |Bo   |Bo   |C-7   |F7   |Bbj7   |F7   ||
A2: ||Bbj7   |Bbj7   |Bo   |Bo   |C-7   |F7   |Bbj7   |Bbj7   ||
B1: ||Bb7   |Bb7   |Eb7   |Eb7   |C7   |C7   |F7   |F7   ||
A3: ||Bbj7   |Bbj7   |Bo   |Bo   |C-7   |F7   |Bbj7   |Bbj7   ||
I1: ||Bbj7   ||",1,111,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/DickieWells_SixCatsAndAPrince_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DickieWells_SixCatsAndAPrince_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/DickieWells_SixCatsAndAPrince_Solo_Solo.wav,DickieWells_SixCatsAndAPrince_FINAL.sv,ORIGINAL,tb,Bb-maj,132,Dickie Wells,1944,SWING,4/4,1,SWING,UP,Six Cats and a Prince,,FUNCTIONAL,118,447.323,12.9437123361,13.0924270932
