id;mean_length_arpeggio_ascending;mean_length_arpeggio_descending;mean_length_arpeggio;cdpcx_density_2;cdpcx_density_L;cdpcx_density_b6;cdpcx_density_B;cdpcx_density_b2;cdpcx_density_4;cdpcx_density_<;cdpcx_density_>;cdpcx_density_1;cdpcx_density_3;cdpcx_density_6;cdpcx_density_5;cdpcx_density_T;cdpcx_density_7;cdpcx_entropy;mean_length_chromatic_ascending;mean_length_chromatic_descending;mean_length_chromatic_mixed;cpc_bigram_entropy;durclass_bigram_entropy;durclass_abs_hist_04_long;durclass_rel_hist_04_long;durclass_rel_hist_02_short;durclass_rel_entropy;durclass_abs_hist_01_very_short;durclass_abs_hist_05_very_long;durclass_rel_hist_01_very_short;durclass_rel_hist_05_very_long;durclass_rel_hist_03_medium;durclass_abs_entropy;durclass_abs_hist_03_medium;durclass_abs_hist_02_short;mean_seg_len_04_long;mean_seg_len_02_short;mean_seg_len_01_very_short;durclass_mean_seg_len;mean_seg_len_05_very_long;mean_seg_len_03_medium;fuzzyint_bigram_entropy;fuzzyint_hist_01_big_jump_up;fuzzyint_hist_08_jump_down;fuzzyint_hist_04_step_up;fuzzyint_hist_05_repeat;fuzzyint_hist_09_big_jump_down;fuzzyint_hist_07_leap_down;fuzzyint_hist_06_step_down;fuzzyint_hist_03_leap_up;fuzzyint_hist_02_jump_up;fuzzyint_entropy;art_range;art_median;art_std;metrical_event_density;event_density;performer;title;full_title;style;rhythmfeel;instrument;avgtempo;tonality_type;recordingyear;int_bigram_entropy;mean_length_chromatic_sequences;ratio_chromatic_sequences;int_std;int_min;int_range;abs_int_range;abs_int_mean;int_entropy;ioiclass_bigram_entropy;ioiclass_rel_hist_05_very_long;ioiclass_abs_hist_04_long;ioiclass_rel_hist_04_long;ioiclass_rel_hist_02_short;ioiclass_rel_hist_03_medium;ioiclass_abs_hist_03_medium;ioiclass_abs_hist_02_short;ioiclass_abs_hist_01_very_short;ioiclass_abs_hist_05_very_long;ioiclass_abs_entropy;ioiclass_rel_entropy;ioiclass_rel_hist_01_very_short;aic_mean_seg_len_02_short;ric_mean_seg_len_02_short;aic_mean_seg_len_04_long;aic_mean_seg_len;aic_mean_seg_len_05_very_long;aic_mean_seg_len_01_very_short;ric_mean_seg_len_04_long;aic_mean_seg_len_03_medium;ric_mean_seg_len;ric_mean_seg_len_01_very_short;ric_mean_seg_len_03_medium;ric_mean_seg_len_05_very_long;mcm_entropy;mcm_mean_angle;mcm_var;syncopicity;metric_complexity;metric_complexity_division;metric_complexity_compression;parsons_bigram_entropy;parsons_hist_ascending;parsons_hist_descending;parsons_hist_constant;parsons_entropy;mean_length_seq_ascending;mean_length_seq_descending;mean_length_seq_repitition;ratio_ascending_descending;pc_entropy;pc_circ_var;mean_number_of_unique_pc;pitch_entropy;pitch_range;pitch_median;pitch_std;extrema_ratio;mean_length_step_ascending;mean_length_step_descending;mean_length_step;nPVI_dur;nPVI_ioi
JohnColtrane_BlueTrain_FINAL.sv;3.35;3.5;3.81;0.13;0.05;0.04;0.05;0.04;0.09;0.0;0.0;0.15;0.1;0.07;0.14;0.04;0.1;0.91;3.8;3.84;3.84;6.42;1.66;0.01;0.01;0.25;0.48;0.82;0.0;0.7;0.0;0.04;0.42;0.04;0.13;1.0;1.51;3.99;2.57;1.0;1.0;4.8;0.02;0.03;0.25;0.03;0.01;0.15;0.32;0.14;0.04;0.73;0.93;0.84;0.18;10.23;6.03;John Coltrane;Blue Train;Blue Train-1;HARDBOP;SWING;ts;141.4;BLUES;1957;6.44;3.83;0.09;3.12;-18;30;18;2.54;3.49;2.92;0.0;0.03;0.03;0.41;0.06;0.06;0.23;0.68;0.0;0.62;0.63;0.49;1.44;1.7;1.0;2.33;0.0;3.7;1.0;1.02;1.76;2.12;1.07;1.0;0.9;24.43;0.95;0.341733870968;0.124858097881;0.218466195762;0.03125;2.29;0.45;0.51;0.03;0.74;4.3;5.17;3.0;0.89;0.96;0.96;8.47;4.15;26;65.0;4.82;0.35;4.15;4.86;5.69;0.45;0.45
JohnColtrane_BodyAndSoul_AlternateTake_FINAL.sv;3.2;3.08;3.77;0.12;0.02;0.05;0.04;0.05;0.09;0.0;0.01;0.12;0.1;0.08;0.16;0.05;0.1;0.91;3.0;3.33;3.44;6.52;2.69;0.04;0.06;0.25;0.79;0.66;0.0;0.57;0.0;0.12;0.7;0.11;0.19;1.04;1.48;3.03;1.92;0.0;1.16;5.08;0.02;0.04;0.22;0.07;0.01;0.14;0.32;0.12;0.05;0.77;0.91;0.87;0.17;6.57;3.78;John Coltrane;Body and Soul;Body and Soul-1_Alternate Take;POSTBOP;SWING;ts;138.0;FUNCTIONAL;1960;6.46;3.28;0.1;3.38;-10;24;14;2.61;3.59;3.61;0.01;0.08;0.09;0.31;0.15;0.13;0.25;0.54;0.0;0.73;0.79;0.44;1.41;1.38;1.0;1.82;1.0;3.1;1.03;1.12;1.53;2.07;1.29;1.0;0.87;35.97;0.87;0.389548693587;0.18856888361;0.275;0.102137767221;2.58;0.41;0.51;0.07;0.82;4.14;4.46;3.14;0.8;0.97;0.94;7.38;4.42;29;65.0;5.85;0.41;4.13;4.13;4.8;0.61;0.61
JohnColtrane_BodyAndSoul_FINAL.sv;3.0;3.1;3.89;0.1;0.02;0.06;0.05;0.07;0.09;0.0;0.02;0.13;0.11;0.08;0.13;0.04;0.11;0.93;3.0;3.42;3.69;6.57;3.07;0.05;0.07;0.33;0.84;0.55;0.0;0.47;0.0;0.13;0.78;0.11;0.3;1.0;1.61;2.23;1.71;0.0;1.29;5.17;0.03;0.04;0.24;0.09;0.01;0.15;0.3;0.07;0.07;0.78;0.92;0.85;0.19;6.05;3.57;John Coltrane;Body and Soul;Body and Soul-1;POSTBOP;SWING;ts;141.6;FUNCTIONAL;1960;6.52;3.31;0.09;3.41;-10;23;13;2.57;3.65;3.76;0.01;0.08;0.1;0.35;0.23;0.13;0.36;0.42;0.0;0.76;0.83;0.32;1.67;1.56;1.0;1.65;1.0;2.09;1.0;1.27;1.48;1.68;1.48;1.0;0.86;37.91;0.84;0.470737913486;0.232592369009;0.317602040816;0.147582697201;2.67;0.41;0.49;0.09;0.85;3.46;3.77;3.13;0.83;0.98;0.95;7.17;4.33;28;66.0;5.52;0.46;3.4;3.57;4.69;0.71;0.71
JohnColtrane_Countdown_FINAL.sv;3.15;3.19;3.43;0.09;0.04;0.05;0.06;0.07;0.1;0.02;0.01;0.09;0.12;0.07;0.11;0.06;0.09;0.96;3.5;3.55;3.59;6.71;0.47;0.0;0.01;0.83;0.43;0.96;0.0;0.1;0.0;0.06;0.15;0.0;0.03;1.0;6.62;1.23;3.71;0.0;1.11;4.66;0.01;0.03;0.22;0.01;0.02;0.15;0.33;0.17;0.06;0.72;1.0;0.91;0.15;6.93;9.75;John Coltrane;Countdown;Countdown-1;HARDBOP;SWING;ts;337.6;FUNCTIONAL;1959;6.14;3.55;0.09;3.85;-38;79;41;2.86;3.45;2.02;0.0;0.0;0.04;0.8;0.1;0.03;0.06;0.91;0.0;0.26;0.44;0.05;1.14;5.44;1.0;6.42;0.0;11.98;1.03;1.04;3.1;1.16;1.15;1.0;0.75;16.03;0.99;0.220046082949;0.145005155762;0.228950403691;0.0610599078341;2.09;0.46;0.53;0.01;0.67;4.27;4.73;0.0;0.86;0.99;0.95;10.37;4.41;45;63.0;5.77;0.38;3.57;4.18;4.64;0.38;0.38
JohnColtrane_GiantSteps-1_FINAL.sv;3.44;3.26;3.45;0.15;0.02;0.02;0.0;0.02;0.05;0.0;0.0;0.17;0.18;0.08;0.17;0.01;0.12;0.83;3.5;3.93;3.65;5.89;0.93;0.0;0.02;0.83;0.44;0.92;0.0;0.09;0.0;0.05;0.29;0.02;0.06;1.0;6.96;1.16;3.71;0.0;1.07;4.81;0.02;0.04;0.22;0.02;0.02;0.15;0.31;0.17;0.05;0.74;0.9;0.84;0.18;6.32;7.64;John Coltrane;Giant Steps;Giant Steps-1;HARDBOP;SWING;ts;290.3;FUNCTIONAL;1959;6.34;3.88;0.04;3.44;-13;24;13;2.86;3.51;2.05;0.0;0.0;0.06;0.79;0.12;0.06;0.13;0.81;0.0;0.44;0.45;0.03;1.2;5.36;1.0;3.14;0.0;5.32;1.05;1.05;3.04;1.15;1.22;1.0;0.74;19.73;0.96;0.19520851819;0.158047032235;0.238010657194;0.078083407276;2.16;0.46;0.52;0.02;0.69;4.17;4.91;3.0;0.89;0.98;0.95;10.24;4.21;24;66.0;4.97;0.39;3.65;4.3;4.59;0.39;0.39
JohnColtrane_GiantSteps-2_FINAL.sv;3.6;3.6;3.75;0.15;0.0;0.02;0.01;0.04;0.06;0.02;0.01;0.12;0.15;0.1;0.16;0.03;0.14;0.85;3.67;3.0;3.63;5.74;1.23;0.0;0.02;0.72;0.53;0.87;0.0;0.15;0.01;0.11;0.4;0.02;0.11;1.0;3.97;1.26;2.39;1.0;1.11;4.59;0.03;0.04;0.25;0.02;0.03;0.13;0.3;0.18;0.03;0.73;0.79;0.79;0.14;6.33;7.87;John Coltrane;Giant Steps;Giant Steps-2;HARDBOP;SWING;ts;299.2;FUNCTIONAL;1959;5.84;3.4;0.06;3.38;-9;20;11;2.74;3.46;2.54;0.01;0.01;0.04;0.71;0.17;0.04;0.15;0.8;0.0;0.45;0.56;0.07;1.3;4.12;1.0;3.23;0.0;5.45;1.0;1.0;2.43;1.4;1.22;1.0;0.77;3.94;0.98;0.282828282828;0.172370917295;0.258883248731;0.0858585858586;2.14;0.49;0.5;0.02;0.69;4.31;5.1;0.0;0.98;0.98;0.95;9.5;4.22;24;66.0;5.15;0.34;3.92;4.38;5.17;0.47;0.47
JohnColtrane_Impressions_1961_FINAL.sv;3.16;3.29;3.6;0.06;0.04;0.05;0.0;0.03;0.12;0.0;0.05;0.12;0.13;0.13;0.16;0.05;0.06;0.9;3.16;4.02;3.84;6.63;1.26;0.0;0.03;0.75;0.5;0.88;0.0;0.13;0.0;0.09;0.32;0.02;0.09;1.02;4.52;1.3;2.67;1.0;1.12;5.64;0.04;0.08;0.21;0.06;0.03;0.14;0.22;0.14;0.07;0.84;0.96;0.88;0.23;4.96;6.07;John Coltrane;Impressions;Impressions-1_1961;POSTBOP;SWING;ts;293.4;MODAL;1961;7.67;3.72;0.08;4.36;-26;59;33;3.27;4.05;3.02;0.03;0.03;0.1;0.67;0.14;0.09;0.15;0.73;0.0;0.51;0.66;0.07;1.22;3.21;1.01;2.33;1.0;3.79;1.03;1.03;2.01;1.29;1.2;1.01;0.79;17.01;0.96;0.35708518369;0.20779016742;0.284978800727;0.130601534114;2.53;0.46;0.48;0.06;0.8;3.66;4.08;3.6;0.96;0.98;0.9;5.51;4.48;41;66.0;6.11;0.46;3.69;3.84;4.36;0.47;0.47
JohnColtrane_Impressions_1963_FINAL.sv;3.2;3.22;3.7;0.05;0.04;0.03;0.0;0.03;0.09;0.0;0.02;0.14;0.14;0.16;0.21;0.03;0.06;0.85;3.11;4.17;3.74;6.2;1.75;0.01;0.03;0.76;0.51;0.81;0.0;0.07;0.01;0.13;0.38;0.03;0.15;1.05;4.28;1.11;2.53;1.0;1.14;5.85;0.05;0.07;0.16;0.06;0.06;0.18;0.18;0.14;0.11;0.87;0.95;0.81;0.19;4.54;5.28;John Coltrane;Impressions;Impressions-1_1963;POSTBOP;SWING;ts;278.7;MODAL;1963;7.74;3.71;0.03;5.7;-30;60;30;4.09;4.25;2.76;0.02;0.03;0.1;0.67;0.19;0.09;0.22;0.66;0.0;0.68;0.6;0.02;1.28;3.39;1.16;2.03;0.0;3.18;1.07;1.07;2.1;1.15;1.25;1.18;0.71;35.55;0.99;0.230296827021;0.183918947885;0.255248335893;0.112589559877;2.52;0.46;0.49;0.06;0.8;3.6;3.82;4.33;0.94;0.95;0.88;6.02;4.7;42;65.0;7.94;0.49;3.65;3.63;4.11;0.48;0.48
JohnColtrane_Mr.P.C._FINAL.sv;3.32;3.62;4.07;0.14;0.07;0.03;0.01;0.02;0.1;0.0;0.01;0.14;0.16;0.05;0.14;0.04;0.09;0.88;3.63;3.65;3.67;6.21;1.64;0.0;0.04;0.69;0.57;0.83;0.0;0.19;0.0;0.08;0.41;0.05;0.12;1.0;4.14;1.55;2.46;1.0;1.06;4.77;0.01;0.04;0.28;0.02;0.02;0.15;0.27;0.18;0.04;0.72;0.88;0.88;0.18;6.06;6.52;John Coltrane;Mr. P.C.;Mr. P.C.-1;HARDBOP;SWING;ts;258.2;BLUES;1959;6.46;3.64;0.06;3.31;-21;31;21;2.68;3.47;2.74;0.01;0.01;0.08;0.7;0.11;0.08;0.19;0.71;0.0;0.59;0.6;0.1;1.22;3.68;1.0;2.16;0.0;3.34;1.02;1.02;2.23;1.29;1.15;1.0;0.77;19.9;0.92;0.239484978541;0.165560336563;0.25558419244;0.0755364806867;2.19;0.51;0.47;0.02;0.7;4.23;4.52;4.0;1.07;0.94;0.96;8.98;4.25;33;65.0;5.46;0.39;4.21;3.97;5.3;0.48;0.48
JohnColtrane_MyFavoriteThings-1_FINAL.sv;3.56;3.17;3.35;0.1;0.02;0.03;0.0;0.02;0.12;0.0;0.03;0.15;0.12;0.08;0.18;0.05;0.09;0.88;3.0;3.11;3.17;5.79;1.8;0.03;0.07;0.17;0.55;0.82;0.0;0.72;0.01;0.04;0.47;0.06;0.09;1.06;1.78;6.58;3.32;1.0;1.45;4.44;0.01;0.03;0.31;0.06;0.01;0.11;0.33;0.1;0.04;0.71;0.96;0.79;0.17;5.26;5.24;John Coltrane;My Favorite Things;My Favorite Things-1;POSTBOP;SWING;ss;179.3;MODAL;1960;5.73;3.09;0.03;3.16;-13;35;22;2.43;3.24;3.06;0.02;0.06;0.08;0.22;0.09;0.07;0.11;0.75;0.0;0.52;0.71;0.59;1.47;1.44;1.02;3.36;1.0;7.34;1.11;1.26;2.38;4.99;1.59;1.0;0.85;3.04;0.9;0.384925975774;0.152573616104;0.224393530997;0.0807537012113;2.33;0.46;0.49;0.06;0.79;5.58;5.36;3.5;0.94;0.91;0.93;7.26;4.36;28;74.0;6.81;0.26;4.48;4.04;5.65;0.61;0.61
JohnColtrane_MyFavoriteThings-2_FINAL.sv;3.0;3.0;3.64;0.14;0.0;0.01;0.03;0.0;0.0;0.03;0.0;0.04;0.12;0.17;0.27;0.01;0.17;0.76;3.2;3.31;3.39;5.26;1.93;0.02;0.06;0.24;0.62;0.8;0.0;0.63;0.0;0.07;0.49;0.07;0.11;1.02;1.48;3.53;2.16;1.0;1.07;5.47;0.06;0.1;0.17;0.04;0.05;0.13;0.24;0.12;0.09;0.86;0.92;0.74;0.18;5.2;5.17;John Coltrane;My Favorite Things;My Favorite Things-2;POSTBOP;SWING;ss;178.9;MODAL;1960;6.58;3.29;0.07;4.74;-22;46;24;3.66;3.91;3.48;0.01;0.05;0.09;0.4;0.12;0.1;0.18;0.68;0.0;0.68;0.77;0.38;1.49;2.01;1.0;2.42;0.0;4.36;1.05;1.09;1.86;2.44;1.33;1.0;0.8;0.2;0.91;0.3540802213;0.170990371758;0.252077562327;0.0899031811895;2.36;0.44;0.52;0.04;0.76;3.94;4.15;4.17;0.85;0.79;0.83;5.11;3.91;28;76.0;7.09;0.5;3.22;3.47;3.76;0.6;0.6
JohnColtrane_NatureBoy_FINAL.sv;3.21;3.16;3.7;0.04;0.11;0.04;0.0;0.06;0.18;0.0;0.06;0.05;0.14;0.06;0.14;0.06;0.06;0.9;3.29;3.5;3.48;6.47;2.01;0.02;0.02;0.57;0.61;0.77;0.0;0.35;0.01;0.06;0.44;0.03;0.17;1.18;2.75;1.93;2.18;1.06;1.23;5.34;0.01;0.05;0.24;0.06;0.01;0.18;0.21;0.16;0.08;0.79;0.86;0.91;0.19;1.63;5.05;John Coltrane;Nature Boy;Nature Boy-1;POSTBOP;SWING;ts;186.1;MODAL;1963;6.96;3.36;0.06;4.21;-37;56;37;3.03;3.72;3.24;0.02;0.02;0.06;0.58;0.12;0.09;0.25;0.63;0.01;0.61;0.71;0.22;1.77;2.52;1.08;2.27;1.0;3.42;1.01;1.05;1.82;1.57;1.18;1.05;0.51;29.48;0.93;0.339783281734;0.160703237225;0.257164988381;0.0642414860681;2.51;0.49;0.46;0.06;0.79;4.17;3.78;3.33;1.07;0.95;0.85;5.97;4.66;38;66.0;7.44;0.43;3.49;3.6;4.34;0.44;0.44
JohnColtrane_Nutty_FINAL.sv;3.39;3.71;3.97;0.1;0.03;0.06;0.06;0.07;0.09;0.01;0.01;0.1;0.12;0.09;0.12;0.03;0.1;0.95;3.13;3.42;3.33;6.66;1.11;0.0;0.0;0.14;0.39;0.9;0.0;0.83;0.0;0.02;0.28;0.02;0.08;1.0;1.12;5.95;3.42;0.0;1.08;4.57;0.02;0.03;0.28;0.01;0.01;0.16;0.32;0.13;0.04;0.7;0.94;0.9;0.16;12.6;7.23;John Coltrane;Nutty;Nutty-1;HARDBOP;SWING;ts;137.8;FUNCTIONAL;1957;6.33;3.32;0.08;3.43;-27;48;27;2.65;3.44;2.28;0.0;0.02;0.03;0.22;0.03;0.03;0.11;0.83;0.0;0.37;0.49;0.72;1.1;1.3;1.0;3.44;1.0;6.14;1.0;1.06;2.32;3.59;1.05;1.0;0.94;16.26;0.95;0.387438825449;0.095098711589;0.182040816327;0.00815660685155;2.03;0.48;0.52;0.01;0.67;4.76;5.38;0.0;0.93;0.98;0.97;9.98;4.39;35;64.0;5.5;0.32;4.43;5.15;5.63;0.4;0.4
JohnColtrane_Oleo_FINAL.sv;3.25;3.47;3.71;0.13;0.02;0.02;0.04;0.02;0.11;0.0;0.02;0.14;0.12;0.09;0.16;0.03;0.11;0.87;3.88;3.5;3.78;6.26;1.35;0.0;0.02;0.82;0.46;0.86;0.0;0.08;0.0;0.08;0.43;0.02;0.12;1.1;6.35;1.16;3.53;0.0;1.15;4.85;0.03;0.03;0.26;0.04;0.0;0.18;0.3;0.12;0.05;0.74;0.94;0.9;0.21;5.17;5.74;John Coltrane;Oleo;Oleo-1;HARDBOP;SWING;ts;266.2;FUNCTIONAL;1956;6.44;3.71;0.06;3.26;-17;33;17;2.64;3.49;2.5;0.03;0.03;0.04;0.73;0.15;0.04;0.23;0.7;0.0;0.52;0.55;0.05;1.25;4.95;1.0;2.24;1.0;3.6;1.05;1.08;2.65;1.11;1.27;1.0;0.75;28.64;0.98;0.294207317073;0.168640616273;0.256488549618;0.0807926829268;2.34;0.45;0.51;0.04;0.75;4.29;4.47;3.2;0.88;0.94;0.91;8.32;3.98;24;63.0;4.53;0.41;4.61;4.44;5.37;0.38;0.38
JohnColtrane_Soultrane_FINAL.sv;4.29;3.2;3.8;0.09;0.03;0.05;0.02;0.04;0.08;0.01;0.0;0.14;0.12;0.1;0.16;0.05;0.1;0.92;3.67;3.6;3.76;6.33;2.83;0.02;0.0;0.19;0.65;0.4;0.0;0.75;0.0;0.07;0.73;0.09;0.49;0.0;1.22;3.91;2.43;0.0;1.0;4.66;0.01;0.04;0.32;0.03;0.02;0.12;0.3;0.12;0.04;0.72;0.92;0.91;0.18;10.96;3.74;John Coltrane;Soultrane;Soultrane-1;HARDBOP;SWING;ts;82.1;FUNCTIONAL;1956;6.2;3.64;0.08;3.17;-13;23;13;2.52;3.49;2.74;0.0;0.05;0.04;0.32;0.05;0.11;0.51;0.32;0.01;0.7;0.7;0.59;2.68;1.51;1.0;2.06;1.0;2.35;1.0;1.09;1.92;2.71;1.06;0.0;0.93;36.9;0.91;0.47619047619;0.113022456173;0.198033707865;0.0280112044818;2.22;0.49;0.48;0.03;0.73;5.11;4.66;3.0;1.02;0.97;0.96;8.6;4.2;24;63.0;4.99;0.33;5.71;3.7;5.76;0.55;0.55
JohnColtrane_SoWhat_FINAL.sv;3.33;3.5;3.61;0.1;0.08;0.02;0.0;0.0;0.14;0.0;0.01;0.17;0.14;0.09;0.18;0.02;0.07;0.83;3.0;3.09;3.45;5.64;2.3;0.03;0.03;0.29;0.71;0.72;0.0;0.59;0.0;0.08;0.6;0.07;0.18;1.0;1.77;3.31;2.21;0.0;1.06;4.78;0.0;0.05;0.34;0.06;0.02;0.1;0.26;0.13;0.04;0.73;0.95;0.97;0.21;7.56;4.46;John Coltrane;So What;So What-1;POSTBOP;SWING;ts;141.6;MODAL;1959;6.21;3.07;0.06;3.05;-19;27;19;2.44;3.44;3.22;0.0;0.08;0.09;0.34;0.08;0.07;0.21;0.63;0.0;0.73;0.82;0.49;1.85;1.88;1.15;2.38;0.0;3.87;1.13;1.03;1.93;2.62;1.14;0.0;0.89;25.49;0.89;0.394572025052;0.144294686455;0.234309623431;0.0542797494781;2.45;0.51;0.43;0.06;0.79;4.67;4.7;3.5;1.17;0.95;0.97;6.63;4.29;29;65.0;5.51;0.35;4.17;4.44;5.03;0.49;0.49
JohnColtrane_Trane'sBlues_FINAL.sv;3.33;3.1;3.19;0.09;0.03;0.05;0.03;0.05;0.1;0.0;0.01;0.17;0.14;0.08;0.12;0.05;0.09;0.91;3.13;3.33;3.52;6.45;2.47;0.01;0.03;0.68;0.64;0.34;0.0;0.22;0.0;0.08;0.63;0.05;0.59;1.0;4.31;1.78;2.68;0.0;1.14;4.98;0.04;0.04;0.21;0.07;0.01;0.11;0.37;0.11;0.05;0.75;0.96;0.87;0.22;5.05;3.47;John Coltrane;Trane's Blues;Trane's Blues-1;HARDBOP;SWING;ts;164.9;BLUES;1956;6.52;3.25;0.11;3.34;-11;23;12;2.55;3.59;3.41;0.03;0.06;0.08;0.58;0.16;0.13;0.55;0.25;0.02;0.73;0.75;0.15;2.94;2.86;1.05;2.07;1.0;2.02;1.07;1.24;1.87;1.54;1.25;1.0;0.82;16.84;0.92;0.361650485437;0.191472964354;0.273722627737;0.109223300971;2.56;0.4;0.53;0.07;0.81;3.93;4.28;3.25;0.75;0.96;0.94;7.13;4.02;22;65.0;4.44;0.35;3.83;4.13;4.69;0.45;0.45
JohnnyDodds_GotNoBlues_FINAL.sv;3.0;3.0;3.5;0.12;0.0;0.07;0.06;0.04;0.07;0.0;0.01;0.18;0.09;0.13;0.08;0.03;0.1;0.9;3.0;0.0;3.0;5.72;2.82;0.01;0.01;0.61;0.7;0.35;0.0;0.23;0.0;0.15;0.73;0.12;0.52;1.0;2.65;1.35;1.82;0.0;1.07;4.97;0.04;0.1;0.31;0.01;0.03;0.14;0.17;0.14;0.05;0.79;0.72;0.76;0.16;6.23;3.68;Johnny Dodds;Got No Blues;Got No Blues-1;TRADITIONAL;TWOBEAT;cl;141.9;FUNCTIONAL;1927;5.82;3.0;0.1;4.25;-12;25;13;3.31;3.69;2.79;0.0;0.02;0.06;0.64;0.21;0.2;0.65;0.13;0.0;0.69;0.72;0.09;3.05;2.86;1.0;1.98;0.0;1.44;1.2;1.11;1.94;1.5;1.17;0.0;0.76;13.13;0.87;0.54;0.259242424242;0.348484848485;0.17;2.08;0.55;0.44;0.01;0.67;4.27;3.67;2.0;1.23;0.84;0.88;6.22;3.58;20;77.0;4.55;0.56;3.5;3.5;3.64;0.54;0.54
JohnnyDodds_HeebieJeebies_FINAL.sv;0.0;3.0;3.6;0.07;0.0;0.02;0.1;0.05;0.01;0.0;0.0;0.1;0.25;0.09;0.18;0.02;0.12;0.81;3.0;4.0;4.2;5.12;2.64;0.0;0.01;0.72;0.59;0.43;0.0;0.1;0.0;0.17;0.87;0.1;0.46;1.0;3.3;1.22;2.08;0.0;1.0;4.76;0.06;0.07;0.23;0.04;0.01;0.21;0.22;0.12;0.05;0.8;0.79;0.79;0.15;6.02;4.15;Johnny Dodds;Heebie Jeebies;Heebie Jeebies-1;TRADITIONAL;TWOBEAT;cl;165.8;FUNCTIONAL;1926;5.59;3.6;0.12;3.56;-8;16;8;2.89;3.54;2.32;0.0;0.02;0.05;0.69;0.25;0.18;0.66;0.14;0.0;0.68;0.59;0.02;2.65;3.43;1.0;1.84;0.0;1.25;1.0;1.12;2.23;1.0;1.37;0.0;0.71;14.33;0.9;0.349056603774;0.24200359389;0.304761904762;0.179245283019;2.33;0.46;0.5;0.04;0.75;3.5;4.18;3.0;0.91;0.92;0.89;7.71;3.43;16;75.0;3.55;0.52;3.2;4.2;4.18;0.56;0.56
JohnnyDodds_HotterThanThat_FINAL.sv;4.0;3.0;4.25;0.06;0.0;0.01;0.09;0.0;0.0;0.0;0.0;0.12;0.17;0.15;0.24;0.02;0.13;0.78;3.0;3.0;3.44;5.03;2.53;0.01;0.03;0.72;0.62;0.58;0.0;0.11;0.0;0.14;0.64;0.06;0.35;1.0;3.62;1.19;2.21;0.0;1.05;4.97;0.02;0.08;0.24;0.08;0.01;0.12;0.22;0.2;0.04;0.78;0.8;0.76;0.15;5.31;4.7;Johnny Dodds;Hotter than That;Hotter than That-1;TRADITIONAL;TWOBEAT;cl;212.4;FUNCTIONAL;1927;6.02;3.0;0.05;3.24;-8;17;9;2.61;3.54;2.97;0.01;0.01;0.07;0.54;0.33;0.1;0.58;0.31;0.0;0.69;0.67;0.05;2.23;2.53;1.0;1.67;0.0;1.33;1.0;1.06;2.01;1.13;2.07;1.0;0.7;43.72;0.95;0.282352941176;0.22589627567;0.304733727811;0.147058823529;2.52;0.49;0.43;0.08;0.83;3.52;3.6;4.5;1.14;0.91;0.93;7.57;3.83;20;78.5;4.62;0.54;3.14;3.29;4.39;0.48;0.48
JohnnyDodds_MuskratRamble_FINAL.sv;0.0;0.0;3.0;0.05;0.03;0.03;0.1;0.0;0.11;0.0;0.0;0.16;0.19;0.12;0.12;0.0;0.09;0.82;3.0;3.0;3.22;5.28;2.47;0.02;0.03;0.7;0.63;0.59;0.0;0.19;0.0;0.08;0.65;0.04;0.34;1.0;3.25;1.2;2.07;0.0;1.0;4.48;0.02;0.01;0.22;0.04;0.01;0.15;0.36;0.13;0.05;0.72;0.85;0.75;0.17;6.0;4.64;Johnny Dodds;Muskrat Ramble;Muskrat Ramble-1;TRADITIONAL;TWOBEAT;cl;185.1;FUNCTIONAL;1926;5.63;3.0;0.09;2.99;-9;17;9;2.42;3.36;2.59;0.0;0.03;0.05;0.67;0.22;0.07;0.63;0.27;0.0;0.67;0.66;0.05;2.42;3.65;1.0;1.7;0.0;1.19;1.0;1.0;2.24;1.0;1.43;0.0;0.7;42.0;0.96;0.279569892473;0.238136979897;0.29347826087;0.182795698925;2.36;0.42;0.53;0.04;0.76;3.38;4.44;0.0;0.8;0.88;0.85;6.71;3.37;16;76.0;3.38;0.54;3.5;4.14;4.92;0.5;0.5
JohnnyDodds_MyHeart_FINAL.sv;3.2;0.0;3.86;0.08;0.02;0.05;0.05;0.03;0.04;0.0;0.02;0.17;0.14;0.07;0.16;0.03;0.14;0.89;3.0;3.0;3.44;5.59;2.1;0.01;0.01;0.86;0.33;0.63;0.0;0.08;0.01;0.04;0.54;0.01;0.35;1.0;6.86;1.13;3.96;1.0;1.0;4.91;0.03;0.09;0.24;0.05;0.01;0.12;0.24;0.2;0.04;0.78;0.85;0.86;0.16;6.9;5.5;Johnny Dodds;My Heart;My Heart-1;TRADITIONAL;TWOBEAT;cl;192.2;FUNCTIONAL;1925;5.88;3.0;0.09;3.47;-8;20;12;2.78;3.61;1.39;0.01;0.01;0.03;0.88;0.07;0.05;0.68;0.26;0.0;0.57;0.3;0.01;3.57;6.93;1.0;2.44;0.0;1.61;1.0;1.0;4.07;1.0;1.0;1.0;0.67;26.61;0.94;0.171171171171;0.106531531532;0.15;0.0630630630631;2.38;0.5;0.45;0.05;0.77;3.25;4.29;3.0;1.1;0.89;0.87;7.6;3.42;14;58.0;3.53;0.58;3.2;4.0;4.15;0.31;0.31
